,Name,Total Value,Return
371,NN; E=1.00e+06; K=9.00e+00,"$100,000.00",+0.000%
372,LRA; E=1.00e+06; K=9.00e-01,"$100,000.00",+0.000%
373,NN; E=1.00e+06; K=9.00e-01,"$100,000.00",+0.000%
374,LRA; E=1.00e+06; K=9.00e-02,"$100,000.00",+0.000%
375,NN; E=1.00e+06; K=9.00e-02,"$100,000.00",+0.000%
376,LRA; E=1.00e+06; K=9.00e-03,"$100,000.00",+0.000%
377,NN; E=1.00e+06; K=9.00e-03,"$100,000.00",+0.000%
378,LRA; E=1.00e+05; K=1.00e+03,"$100,000.00",+0.000%
379,NN; E=1.00e+05; K=1.00e+03,"$100,000.00",+0.000%
380,LRA; E=1.00e+05; K=1.00e+02,"$100,000.00",+0.000%
381,NN; E=1.00e+05; K=1.00e+02,"$100,000.00",+0.000%
382,LRA; E=1.00e+05; K=1.00e+01,"$100,000.00",+0.000%
383,NN; E=1.00e+05; K=1.00e+01,"$100,000.00",+0.000%
384,LRA; E=1.00e+05; K=1.00e+00,"$100,000.00",+0.000%
385,NN; E=1.00e+05; K=1.00e+00,"$100,000.00",+0.000%
386,LRA; E=1.00e+05; K=1.00e-01,"$100,000.00",+0.000%
387,NN; E=1.00e+05; K=1.00e-01,"$100,000.00",+0.000%
388,LRA; E=1.00e+05; K=1.00e-02,"$100,000.00",+0.000%
389,NN; E=1.00e+05; K=1.00e-02,"$100,000.00",+0.000%
390,LRA; E=1.00e+05; K=1.00e-03,"$100,000.00",+0.000%
391,NN; E=1.00e+05; K=1.00e-03,"$100,000.00",+0.000%
392,LRA; E=1.00e+05; K=2.00e+03,"$100,000.00",+0.000%
393,NN; E=1.00e+05; K=2.00e+03,"$100,000.00",+0.000%
394,LRA; E=1.00e+05; K=2.00e+02,"$100,000.00",+0.000%
395,NN; E=1.00e+05; K=2.00e+02,"$100,000.00",+0.000%
396,LRA; E=1.00e+05; K=2.00e+01,"$100,000.00",+0.000%
397,NN; E=1.00e+05; K=2.00e+01,"$100,000.00",+0.000%
398,LRA; E=1.00e+05; K=2.00e+00,"$100,000.00",+0.000%
399,NN; E=1.00e+05; K=2.00e+00,"$100,000.00",+0.000%
400,LRA; E=1.00e+05; K=2.00e-01,"$100,000.00",+0.000%
401,NN; E=1.00e+05; K=2.00e-01,"$100,000.00",+0.000%
402,LRA; E=1.00e+05; K=2.00e-02,"$100,000.00",+0.000%
403,NN; E=1.00e+05; K=2.00e-02,"$100,000.00",+0.000%
404,LRA; E=1.00e+05; K=2.00e-03,"$100,000.00",+0.000%
405,NN; E=1.00e+05; K=2.00e-03,"$100,000.00",+0.000%
406,LRA; E=1.00e+05; K=3.00e+03,"$100,000.00",+0.000%
407,NN; E=1.00e+05; K=3.00e+03,"$100,000.00",+0.000%
408,LRA; E=1.00e+05; K=3.00e+02,"$100,000.00",+0.000%
409,NN; E=1.00e+05; K=3.00e+02,"$100,000.00",+0.000%
410,LRA; E=1.00e+05; K=3.00e+01,"$100,000.00",+0.000%
411,NN; E=1.00e+05; K=3.00e+01,"$100,000.00",+0.000%
412,LRA; E=1.00e+05; K=3.00e+00,"$100,000.00",+0.000%
413,NN; E=1.00e+05; K=3.00e+00,"$100,000.00",+0.000%
414,LRA; E=1.00e+05; K=3.00e-01,"$100,000.00",+0.000%
415,NN; E=1.00e+05; K=3.00e-01,"$100,000.00",+0.000%
416,LRA; E=1.00e+05; K=3.00e-02,"$100,000.00",+0.000%
417,NN; E=1.00e+05; K=3.00e-02,"$100,000.00",+0.000%
418,LRA; E=1.00e+05; K=3.00e-03,"$100,000.00",+0.000%
419,NN; E=1.00e+05; K=3.00e-03,"$100,000.00",+0.000%
420,LRA; E=1.00e+05; K=4.00e+03,"$100,000.00",+0.000%
421,NN; E=1.00e+05; K=4.00e+03,"$100,000.00",+0.000%
422,LRA; E=1.00e+05; K=4.00e+02,"$100,000.00",+0.000%
423,NN; E=1.00e+05; K=4.00e+02,"$100,000.00",+0.000%
424,LRA; E=1.00e+05; K=4.00e+01,"$100,000.00",+0.000%
425,NN; E=1.00e+05; K=4.00e+01,"$100,000.00",+0.000%
426,LRA; E=1.00e+05; K=4.00e+00,"$100,000.00",+0.000%
427,NN; E=1.00e+05; K=4.00e+00,"$100,000.00",+0.000%
428,LRA; E=1.00e+05; K=4.00e-01,"$100,000.00",+0.000%
429,NN; E=1.00e+05; K=4.00e-01,"$100,000.00",+0.000%
430,LRA; E=1.00e+05; K=4.00e-02,"$100,000.00",+0.000%
431,NN; E=1.00e+05; K=4.00e-02,"$100,000.00",+0.000%
432,LRA; E=1.00e+05; K=4.00e-03,"$100,000.00",+0.000%
433,NN; E=1.00e+05; K=4.00e-03,"$100,000.00",+0.000%
434,LRA; E=1.00e+05; K=5.00e+03,"$100,000.00",+0.000%
435,NN; E=1.00e+05; K=5.00e+03,"$100,000.00",+0.000%
436,LRA; E=1.00e+05; K=5.00e+02,"$100,000.00",+0.000%
437,NN; E=1.00e+05; K=5.00e+02,"$100,000.00",+0.000%
438,LRA; E=1.00e+05; K=5.00e+01,"$100,000.00",+0.000%
439,NN; E=1.00e+05; K=5.00e+01,"$100,000.00",+0.000%
440,LRA; E=1.00e+05; K=5.00e+00,"$100,000.00",+0.000%
441,NN; E=1.00e+05; K=5.00e+00,"$100,000.00",+0.000%
442,LRA; E=1.00e+05; K=5.00e-01,"$100,000.00",+0.000%
443,NN; E=1.00e+05; K=5.00e-01,"$100,000.00",+0.000%
444,LRA; E=1.00e+05; K=5.00e-02,"$100,000.00",+0.000%
445,NN; E=1.00e+05; K=5.00e-02,"$100,000.00",+0.000%
446,LRA; E=1.00e+05; K=5.00e-03,"$100,000.00",+0.000%
447,NN; E=1.00e+05; K=5.00e-03,"$100,000.00",+0.000%
448,LRA; E=1.00e+05; K=6.00e+03,"$100,000.00",+0.000%
449,NN; E=1.00e+05; K=6.00e+03,"$100,000.00",+0.000%
450,LRA; E=1.00e+05; K=6.00e+02,"$100,000.00",+0.000%
451,NN; E=1.00e+05; K=6.00e+02,"$100,000.00",+0.000%
452,LRA; E=1.00e+05; K=6.00e+01,"$100,000.00",+0.000%
453,NN; E=1.00e+05; K=6.00e+01,"$100,000.00",+0.000%
454,LRA; E=1.00e+05; K=6.00e+00,"$100,000.00",+0.000%
455,NN; E=1.00e+05; K=6.00e+00,"$100,000.00",+0.000%
456,LRA; E=1.00e+05; K=6.00e-01,"$100,000.00",+0.000%
457,NN; E=1.00e+05; K=6.00e-01,"$100,000.00",+0.000%
458,LRA; E=1.00e+05; K=6.00e-02,"$100,000.00",+0.000%
459,NN; E=1.00e+05; K=6.00e-02,"$100,000.00",+0.000%
460,LRA; E=1.00e+05; K=6.00e-03,"$100,000.00",+0.000%
461,NN; E=1.00e+05; K=6.00e-03,"$100,000.00",+0.000%
462,LRA; E=1.00e+05; K=7.00e+03,"$100,000.00",+0.000%
463,NN; E=1.00e+05; K=7.00e+03,"$100,000.00",+0.000%
464,LRA; E=1.00e+05; K=7.00e+02,"$100,000.00",+0.000%
465,NN; E=1.00e+05; K=7.00e+02,"$100,000.00",+0.000%
466,LRA; E=1.00e+05; K=7.00e+01,"$100,000.00",+0.000%
467,NN; E=1.00e+05; K=7.00e+01,"$100,000.00",+0.000%
468,LRA; E=1.00e+05; K=7.00e+00,"$100,000.00",+0.000%
469,NN; E=1.00e+05; K=7.00e+00,"$100,000.00",+0.000%
470,LRA; E=1.00e+05; K=7.00e-01,"$100,000.00",+0.000%
471,NN; E=1.00e+05; K=7.00e-01,"$100,000.00",+0.000%
472,LRA; E=1.00e+05; K=7.00e-02,"$100,000.00",+0.000%
473,NN; E=1.00e+05; K=7.00e-02,"$100,000.00",+0.000%
474,LRA; E=1.00e+05; K=7.00e-03,"$100,000.00",+0.000%
475,NN; E=1.00e+05; K=7.00e-03,"$100,000.00",+0.000%
476,LRA; E=1.00e+05; K=8.00e+03,"$100,000.00",+0.000%
477,NN; E=1.00e+05; K=8.00e+03,"$100,000.00",+0.000%
478,LRA; E=1.00e+05; K=8.00e+02,"$100,000.00",+0.000%
479,NN; E=1.00e+05; K=8.00e+02,"$100,000.00",+0.000%
480,LRA; E=1.00e+05; K=8.00e+01,"$100,000.00",+0.000%
481,NN; E=1.00e+05; K=8.00e+01,"$100,000.00",+0.000%
482,LRA; E=1.00e+05; K=8.00e+00,"$100,000.00",+0.000%
483,NN; E=1.00e+05; K=8.00e+00,"$100,000.00",+0.000%
484,LRA; E=1.00e+05; K=8.00e-01,"$100,000.00",+0.000%
485,NN; E=1.00e+05; K=8.00e-01,"$100,000.00",+0.000%
486,LRA; E=1.00e+05; K=8.00e-02,"$100,000.00",+0.000%
487,NN; E=1.00e+05; K=8.00e-02,"$100,000.00",+0.000%
488,LRA; E=1.00e+05; K=8.00e-03,"$100,000.00",+0.000%
489,NN; E=1.00e+05; K=8.00e-03,"$100,000.00",+0.000%
490,LRA; E=1.00e+05; K=9.00e+03,"$101,088.41",+1.088%
491,NN; E=1.00e+05; K=9.00e+03,"$100,000.00",+0.000%
492,LRA; E=1.00e+05; K=9.00e+02,"$100,000.00",+0.000%
493,NN; E=1.00e+05; K=9.00e+02,"$100,000.00",+0.000%
494,LRA; E=1.00e+05; K=9.00e+01,"$100,000.00",+0.000%
495,NN; E=1.00e+05; K=9.00e+01,"$100,000.00",+0.000%
496,LRA; E=1.00e+05; K=9.00e+00,"$100,000.00",+0.000%
497,NN; E=1.00e+05; K=9.00e+00,"$100,000.00",+0.000%
498,LRA; E=1.00e+05; K=9.00e-01,"$100,000.00",+0.000%
499,NN; E=1.00e+05; K=9.00e-01,"$100,000.00",+0.000%
500,LRA; E=1.00e+05; K=9.00e-02,"$100,000.00",+0.000%
501,NN; E=1.00e+05; K=9.00e-02,"$100,000.00",+0.000%
502,LRA; E=1.00e+05; K=9.00e-03,"$100,000.00",+0.000%
503,NN; E=1.00e+05; K=9.00e-03,"$100,000.00",+0.000%
504,LRA; E=1.00e+04; K=1.00e+03,"$100,000.00",+0.000%
505,NN; E=1.00e+04; K=1.00e+03,"$100,000.00",+0.000%
506,LRA; E=1.00e+04; K=1.00e+02,"$100,000.00",+0.000%
507,NN; E=1.00e+04; K=1.00e+02,"$100,000.00",+0.000%
508,LRA; E=1.00e+04; K=1.00e+01,"$100,000.00",+0.000%
509,NN; E=1.00e+04; K=1.00e+01,"$100,000.00",+0.000%
510,LRA; E=1.00e+04; K=1.00e+00,"$100,000.00",+0.000%
511,NN; E=1.00e+04; K=1.00e+00,"$100,000.00",+0.000%
512,LRA; E=1.00e+04; K=1.00e-01,"$100,000.00",+0.000%
513,NN; E=1.00e+04; K=1.00e-01,"$100,000.00",+0.000%
514,LRA; E=1.00e+04; K=1.00e-02,"$100,000.00",+0.000%
515,NN; E=1.00e+04; K=1.00e-02,"$100,000.00",+0.000%
516,LRA; E=1.00e+04; K=1.00e-03,"$100,000.00",+0.000%
517,NN; E=1.00e+04; K=1.00e-03,"$100,000.00",+0.000%
518,LRA; E=1.00e+04; K=2.00e+03,"$100,000.00",+0.000%
519,NN; E=1.00e+04; K=2.00e+03,"$100,000.00",+0.000%
520,LRA; E=1.00e+04; K=2.00e+02,"$100,000.00",+0.000%
521,NN; E=1.00e+04; K=2.00e+02,"$100,000.00",+0.000%
522,LRA; E=1.00e+04; K=2.00e+01,"$100,000.00",+0.000%
523,NN; E=1.00e+04; K=2.00e+01,"$100,000.00",+0.000%
524,LRA; E=1.00e+04; K=2.00e+00,"$100,000.00",+0.000%
525,NN; E=1.00e+04; K=2.00e+00,"$100,000.00",+0.000%
526,LRA; E=1.00e+04; K=2.00e-01,"$100,000.00",+0.000%
527,NN; E=1.00e+04; K=2.00e-01,"$100,000.00",+0.000%
528,LRA; E=1.00e+04; K=2.00e-02,"$100,000.00",+0.000%
529,NN; E=1.00e+04; K=2.00e-02,"$100,000.00",+0.000%
530,LRA; E=1.00e+04; K=2.00e-03,"$100,000.00",+0.000%
531,NN; E=1.00e+04; K=2.00e-03,"$100,000.00",+0.000%
532,LRA; E=1.00e+04; K=3.00e+03,"$100,000.00",+0.000%
533,NN; E=1.00e+04; K=3.00e+03,"$100,000.00",+0.000%
534,LRA; E=1.00e+04; K=3.00e+02,"$100,000.00",+0.000%
535,NN; E=1.00e+04; K=3.00e+02,"$100,000.00",+0.000%
536,LRA; E=1.00e+04; K=3.00e+01,"$100,000.00",+0.000%
537,NN; E=1.00e+04; K=3.00e+01,"$100,000.00",+0.000%
538,LRA; E=1.00e+04; K=3.00e+00,"$100,000.00",+0.000%
539,NN; E=1.00e+04; K=3.00e+00,"$100,000.00",+0.000%
540,LRA; E=1.00e+04; K=3.00e-01,"$100,000.00",+0.000%
541,NN; E=1.00e+04; K=3.00e-01,"$100,000.00",+0.000%
542,LRA; E=1.00e+04; K=3.00e-02,"$100,000.00",+0.000%
543,NN; E=1.00e+04; K=3.00e-02,"$100,000.00",+0.000%
544,LRA; E=1.00e+04; K=3.00e-03,"$100,000.00",+0.000%
545,NN; E=1.00e+04; K=3.00e-03,"$100,000.00",+0.000%
546,LRA; E=1.00e+04; K=4.00e+03,"$102,177.77",+2.178%
547,NN; E=1.00e+04; K=4.00e+03,"$100,000.00",+0.000%
548,LRA; E=1.00e+04; K=4.00e+02,"$100,000.00",+0.000%
549,NN; E=1.00e+04; K=4.00e+02,"$100,000.00",+0.000%
550,LRA; E=1.00e+04; K=4.00e+01,"$100,000.00",+0.000%
551,NN; E=1.00e+04; K=4.00e+01,"$100,000.00",+0.000%
552,LRA; E=1.00e+04; K=4.00e+00,"$100,000.00",+0.000%
553,NN; E=1.00e+04; K=4.00e+00,"$100,000.00",+0.000%
554,LRA; E=1.00e+04; K=4.00e-01,"$100,000.00",+0.000%
555,NN; E=1.00e+04; K=4.00e-01,"$100,000.00",+0.000%
556,LRA; E=1.00e+04; K=4.00e-02,"$100,000.00",+0.000%
557,NN; E=1.00e+04; K=4.00e-02,"$100,000.00",+0.000%
558,LRA; E=1.00e+04; K=4.00e-03,"$100,000.00",+0.000%
559,NN; E=1.00e+04; K=4.00e-03,"$100,000.00",+0.000%
560,LRA; E=1.00e+04; K=5.00e+03,"$100,000.00",+0.000%
561,NN; E=1.00e+04; K=5.00e+03,"$100,000.00",+0.000%
562,LRA; E=1.00e+04; K=5.00e+02,"$100,000.00",+0.000%
563,NN; E=1.00e+04; K=5.00e+02,"$100,000.00",+0.000%
564,LRA; E=1.00e+04; K=5.00e+01,"$100,000.00",+0.000%
565,NN; E=1.00e+04; K=5.00e+01,"$100,000.00",+0.000%
566,LRA; E=1.00e+04; K=5.00e+00,"$100,000.00",+0.000%
567,NN; E=1.00e+04; K=5.00e+00,"$100,000.00",+0.000%
568,LRA; E=1.00e+04; K=5.00e-01,"$100,000.00",+0.000%
569,NN; E=1.00e+04; K=5.00e-01,"$100,000.00",+0.000%
570,LRA; E=1.00e+04; K=5.00e-02,"$100,000.00",+0.000%
571,NN; E=1.00e+04; K=5.00e-02,"$100,000.00",+0.000%
572,LRA; E=1.00e+04; K=5.00e-03,"$100,000.00",+0.000%
573,NN; E=1.00e+04; K=5.00e-03,"$100,000.00",+0.000%
574,LRA; E=1.00e+04; K=6.00e+03,"$100,000.00",+0.000%
575,NN; E=1.00e+04; K=6.00e+03,"$100,000.00",+0.000%
576,LRA; E=1.00e+04; K=6.00e+02,"$100,000.00",+0.000%
577,NN; E=1.00e+04; K=6.00e+02,"$100,000.00",+0.000%
578,LRA; E=1.00e+04; K=6.00e+01,"$100,000.00",+0.000%
579,NN; E=1.00e+04; K=6.00e+01,"$100,000.00",+0.000%
580,LRA; E=1.00e+04; K=6.00e+00,"$100,000.00",+0.000%
581,NN; E=1.00e+04; K=6.00e+00,"$100,000.00",+0.000%
582,LRA; E=1.00e+04; K=6.00e-01,"$100,000.00",+0.000%
583,NN; E=1.00e+04; K=6.00e-01,"$100,000.00",+0.000%
584,LRA; E=1.00e+04; K=6.00e-02,"$100,000.00",+0.000%
585,NN; E=1.00e+04; K=6.00e-02,"$100,000.00",+0.000%
586,LRA; E=1.00e+04; K=6.00e-03,"$100,000.00",+0.000%
587,NN; E=1.00e+04; K=6.00e-03,"$100,000.00",+0.000%
588,LRA; E=1.00e+04; K=7.00e+03,"$101,088.41",+1.088%
589,NN; E=1.00e+04; K=7.00e+03,"$100,000.00",+0.000%
590,LRA; E=1.00e+04; K=7.00e+02,"$100,000.00",+0.000%
591,NN; E=1.00e+04; K=7.00e+02,"$100,000.00",+0.000%
592,LRA; E=1.00e+04; K=7.00e+01,"$100,000.00",+0.000%
593,NN; E=1.00e+04; K=7.00e+01,"$100,000.00",+0.000%
594,LRA; E=1.00e+04; K=7.00e+00,"$100,000.00",+0.000%
595,NN; E=1.00e+04; K=7.00e+00,"$100,000.00",+0.000%
596,LRA; E=1.00e+04; K=7.00e-01,"$100,000.00",+0.000%
597,NN; E=1.00e+04; K=7.00e-01,"$100,000.00",+0.000%
598,LRA; E=1.00e+04; K=7.00e-02,"$100,000.00",+0.000%
599,NN; E=1.00e+04; K=7.00e-02,"$100,000.00",+0.000%
600,LRA; E=1.00e+04; K=7.00e-03,"$100,000.00",+0.000%
601,NN; E=1.00e+04; K=7.00e-03,"$100,000.00",+0.000%
602,LRA; E=1.00e+04; K=8.00e+03,"$101,091.62",+1.092%
603,NN; E=1.00e+04; K=8.00e+03,"$100,000.00",+0.000%
604,LRA; E=1.00e+04; K=8.00e+02,"$100,000.00",+0.000%
605,NN; E=1.00e+04; K=8.00e+02,"$100,000.00",+0.000%
606,LRA; E=1.00e+04; K=8.00e+01,"$100,000.00",+0.000%
607,NN; E=1.00e+04; K=8.00e+01,"$100,000.00",+0.000%
608,LRA; E=1.00e+04; K=8.00e+00,"$100,000.00",+0.000%
609,NN; E=1.00e+04; K=8.00e+00,"$100,000.00",+0.000%
610,LRA; E=1.00e+04; K=8.00e-01,"$100,000.00",+0.000%
611,NN; E=1.00e+04; K=8.00e-01,"$100,000.00",+0.000%
612,LRA; E=1.00e+04; K=8.00e-02,"$100,000.00",+0.000%
613,NN; E=1.00e+04; K=8.00e-02,"$100,000.00",+0.000%
614,LRA; E=1.00e+04; K=8.00e-03,"$100,000.00",+0.000%
615,NN; E=1.00e+04; K=8.00e-03,"$100,000.00",+0.000%
616,LRA; E=1.00e+04; K=9.00e+03,"$101,088.41",+1.088%
617,NN; E=1.00e+04; K=9.00e+03,"$100,000.00",+0.000%
618,LRA; E=1.00e+04; K=9.00e+02,"$100,000.00",+0.000%
619,NN; E=1.00e+04; K=9.00e+02,"$100,000.00",+0.000%
620,LRA; E=1.00e+04; K=9.00e+01,"$100,000.00",+0.000%
621,NN; E=1.00e+04; K=9.00e+01,"$100,000.00",+0.000%
622,LRA; E=1.00e+04; K=9.00e+00,"$100,000.00",+0.000%
623,NN; E=1.00e+04; K=9.00e+00,"$100,000.00",+0.000%
624,LRA; E=1.00e+04; K=9.00e-01,"$100,000.00",+0.000%
625,NN; E=1.00e+04; K=9.00e-01,"$100,000.00",+0.000%
626,LRA; E=1.00e+04; K=9.00e-02,"$100,000.00",+0.000%
627,NN; E=1.00e+04; K=9.00e-02,"$100,000.00",+0.000%
628,LRA; E=1.00e+04; K=9.00e-03,"$100,000.00",+0.000%
629,NN; E=1.00e+04; K=9.00e-03,"$100,000.00",+0.000%
630,LRA; E=1.00e+03; K=1.00e+03,"$100,000.00",+0.000%
631,NN; E=1.00e+03; K=1.00e+03,"$100,000.00",+0.000%
632,LRA; E=1.00e+03; K=1.00e+02,"$101,088.41",+1.088%
633,NN; E=1.00e+03; K=1.00e+02,"$100,000.00",+0.000%
634,LRA; E=1.00e+03; K=1.00e+01,"$100,000.00",+0.000%
635,NN; E=1.00e+03; K=1.00e+01,"$100,000.00",+0.000%
636,LRA; E=1.00e+03; K=1.00e+00,"$100,000.00",+0.000%
637,NN; E=1.00e+03; K=1.00e+00,"$100,000.00",+0.000%
638,LRA; E=1.00e+03; K=1.00e-01,"$100,000.00",+0.000%
639,NN; E=1.00e+03; K=1.00e-01,"$100,000.00",+0.000%
640,LRA; E=1.00e+03; K=1.00e-02,"$100,000.00",+0.000%
641,NN; E=1.00e+03; K=1.00e-02,"$100,000.00",+0.000%
642,LRA; E=1.00e+03; K=1.00e-03,"$100,000.00",+0.000%
643,NN; E=1.00e+03; K=1.00e-03,"$100,000.00",+0.000%
644,LRA; E=1.00e+03; K=2.00e+03,"$103,272.32",+3.272%
645,NN; E=1.00e+03; K=2.00e+03,"$100,000.00",+0.000%
646,LRA; E=1.00e+03; K=2.00e+02,"$101,088.41",+1.088%
647,NN; E=1.00e+03; K=2.00e+02,"$100,000.00",+0.000%
648,LRA; E=1.00e+03; K=2.00e+01,"$100,000.00",+0.000%
649,NN; E=1.00e+03; K=2.00e+01,"$100,000.00",+0.000%
650,LRA; E=1.00e+03; K=2.00e+00,"$100,000.00",+0.000%
651,NN; E=1.00e+03; K=2.00e+00,"$100,000.00",+0.000%
652,LRA; E=1.00e+03; K=2.00e-01,"$100,000.00",+0.000%
653,NN; E=1.00e+03; K=2.00e-01,"$100,000.00",+0.000%
654,LRA; E=1.00e+03; K=2.00e-02,"$100,000.00",+0.000%
655,NN; E=1.00e+03; K=2.00e-02,"$100,000.00",+0.000%
656,LRA; E=1.00e+03; K=2.00e-03,"$100,000.00",+0.000%
657,NN; E=1.00e+03; K=2.00e-03,"$100,000.00",+0.000%
658,LRA; E=1.00e+03; K=3.00e+03,"$103,266.48",+3.266%
659,NN; E=1.00e+03; K=3.00e+03,"$100,000.00",+0.000%
660,LRA; E=1.00e+03; K=3.00e+02,"$100,000.00",+0.000%
661,NN; E=1.00e+03; K=3.00e+02,"$100,000.00",+0.000%
662,LRA; E=1.00e+03; K=3.00e+01,"$100,000.00",+0.000%
663,NN; E=1.00e+03; K=3.00e+01,"$100,000.00",+0.000%
664,LRA; E=1.00e+03; K=3.00e+00,"$100,000.00",+0.000%
665,NN; E=1.00e+03; K=3.00e+00,"$100,000.00",+0.000%
666,LRA; E=1.00e+03; K=3.00e-01,"$100,000.00",+0.000%
667,NN; E=1.00e+03; K=3.00e-01,"$100,000.00",+0.000%
668,LRA; E=1.00e+03; K=3.00e-02,"$100,000.00",+0.000%
669,NN; E=1.00e+03; K=3.00e-02,"$100,000.00",+0.000%
670,LRA; E=1.00e+03; K=3.00e-03,"$100,000.00",+0.000%
671,NN; E=1.00e+03; K=3.00e-03,"$100,000.00",+0.000%
672,LRA; E=1.00e+03; K=4.00e+03,"$108,714.35",+8.714%
673,NN; E=1.00e+03; K=4.00e+03,"$100,000.00",+0.000%
674,LRA; E=1.00e+03; K=4.00e+02,"$101,091.35",+1.091%
675,NN; E=1.00e+03; K=4.00e+02,"$100,000.00",+0.000%
676,LRA; E=1.00e+03; K=4.00e+01,"$100,000.00",+0.000%
677,NN; E=1.00e+03; K=4.00e+01,"$100,000.00",+0.000%
678,LRA; E=1.00e+03; K=4.00e+00,"$100,000.00",+0.000%
679,NN; E=1.00e+03; K=4.00e+00,"$100,000.00",+0.000%
680,LRA; E=1.00e+03; K=4.00e-01,"$100,000.00",+0.000%
681,NN; E=1.00e+03; K=4.00e-01,"$100,000.00",+0.000%
682,LRA; E=1.00e+03; K=4.00e-02,"$100,000.00",+0.000%
683,NN; E=1.00e+03; K=4.00e-02,"$100,000.00",+0.000%
684,LRA; E=1.00e+03; K=4.00e-03,"$100,000.00",+0.000%
685,NN; E=1.00e+03; K=4.00e-03,"$100,000.00",+0.000%
686,LRA; E=1.00e+03; K=5.00e+03,"$106,535.56",+6.536%
687,NN; E=1.00e+03; K=5.00e+03,"$100,000.00",+0.000%
688,LRA; E=1.00e+03; K=5.00e+02,"$100,000.00",+0.000%
689,NN; E=1.00e+03; K=5.00e+02,"$100,000.00",+0.000%
690,LRA; E=1.00e+03; K=5.00e+01,"$100,000.00",+0.000%
691,NN; E=1.00e+03; K=5.00e+01,"$100,000.00",+0.000%
692,LRA; E=1.00e+03; K=5.00e+00,"$100,000.00",+0.000%
693,NN; E=1.00e+03; K=5.00e+00,"$100,000.00",+0.000%
694,LRA; E=1.00e+03; K=5.00e-01,"$100,000.00",+0.000%
695,NN; E=1.00e+03; K=5.00e-01,"$100,000.00",+0.000%
696,LRA; E=1.00e+03; K=5.00e-02,"$100,000.00",+0.000%
697,NN; E=1.00e+03; K=5.00e-02,"$100,000.00",+0.000%
698,LRA; E=1.00e+03; K=5.00e-03,"$100,000.00",+0.000%
699,NN; E=1.00e+03; K=5.00e-03,"$100,000.00",+0.000%
700,LRA; E=1.00e+03; K=6.00e+03,"$113,073.61",+13.074%
701,NN; E=1.00e+03; K=6.00e+03,"$100,000.00",+0.000%
702,LRA; E=1.00e+03; K=6.00e+02,"$101,088.41",+1.088%
703,NN; E=1.00e+03; K=6.00e+02,"$100,000.00",+0.000%
704,LRA; E=1.00e+03; K=6.00e+01,"$100,000.00",+0.000%
705,NN; E=1.00e+03; K=6.00e+01,"$100,000.00",+0.000%
706,LRA; E=1.00e+03; K=6.00e+00,"$100,000.00",+0.000%
707,NN; E=1.00e+03; K=6.00e+00,"$100,000.00",+0.000%
708,LRA; E=1.00e+03; K=6.00e-01,"$100,000.00",+0.000%
709,NN; E=1.00e+03; K=6.00e-01,"$100,000.00",+0.000%
710,LRA; E=1.00e+03; K=6.00e-02,"$100,000.00",+0.000%
711,NN; E=1.00e+03; K=6.00e-02,"$100,000.00",+0.000%
712,LRA; E=1.00e+03; K=6.00e-03,"$100,000.00",+0.000%
713,NN; E=1.00e+03; K=6.00e-03,"$100,000.00",+0.000%
714,LRA; E=1.00e+03; K=7.00e+03,"$108,712.52",+8.713%
715,NN; E=1.00e+03; K=7.00e+03,"$100,000.00",+0.000%
716,LRA; E=1.00e+03; K=7.00e+02,"$103,272.32",+3.272%
717,NN; E=1.00e+03; K=7.00e+02,"$100,000.00",+0.000%
718,LRA; E=1.00e+03; K=7.00e+01,"$100,000.00",+0.000%
719,NN; E=1.00e+03; K=7.00e+01,"$100,000.00",+0.000%
720,LRA; E=1.00e+03; K=7.00e+00,"$100,000.00",+0.000%
721,NN; E=1.00e+03; K=7.00e+00,"$100,000.00",+0.000%
722,LRA; E=1.00e+03; K=7.00e-01,"$100,000.00",+0.000%
723,NN; E=1.00e+03; K=7.00e-01,"$100,000.00",+0.000%
724,LRA; E=1.00e+03; K=7.00e-02,"$100,000.00",+0.000%
725,NN; E=1.00e+03; K=7.00e-02,"$100,000.00",+0.000%
726,LRA; E=1.00e+03; K=7.00e-03,"$100,000.00",+0.000%
727,NN; E=1.00e+03; K=7.00e-03,"$100,000.00",+0.000%
728,LRA; E=1.00e+03; K=8.00e+03,"$109,802.43",+9.802%
729,NN; E=1.00e+03; K=8.00e+03,"$100,000.00",+0.000%
730,LRA; E=1.00e+03; K=8.00e+02,"$101,091.62",+1.092%
731,NN; E=1.00e+03; K=8.00e+02,"$100,000.00",+0.000%
732,LRA; E=1.00e+03; K=8.00e+01,"$101,088.41",+1.088%
733,NN; E=1.00e+03; K=8.00e+01,"$100,000.00",+0.000%
734,LRA; E=1.00e+03; K=8.00e+00,"$100,000.00",+0.000%
735,NN; E=1.00e+03; K=8.00e+00,"$100,000.00",+0.000%
736,LRA; E=1.00e+03; K=8.00e-01,"$100,000.00",+0.000%
737,NN; E=1.00e+03; K=8.00e-01,"$100,000.00",+0.000%
738,LRA; E=1.00e+03; K=8.00e-02,"$100,000.00",+0.000%
739,NN; E=1.00e+03; K=8.00e-02,"$100,000.00",+0.000%
740,LRA; E=1.00e+03; K=8.00e-03,"$100,000.00",+0.000%
741,NN; E=1.00e+03; K=8.00e-03,"$100,000.00",+0.000%
742,LRA; E=1.00e+03; K=9.00e+03,"$110,891.49",+10.891%
743,NN; E=1.00e+03; K=9.00e+03,"$100,000.00",+0.000%
